iter	Logloss
614	0.07986374282
615	0.07984237676
616	0.07980356056
617	0.07977366719
618	0.07970009037
619	0.07968965789
620	0.07966866257
621	0.07958839965
622	0.07947403889
623	0.07937444593
624	0.07932194646
625	0.07930930758
626	0.07922631279
627	0.07917938496
628	0.07914040099
629	0.07906658881
630	0.0790533079
631	0.07897779498
632	0.07896125134
633	0.07887793559
634	0.07878771442
635	0.07870271862
636	0.07863704459
637	0.07856803154
638	0.07850463793
639	0.07846197096
640	0.07832252842
641	0.07822270588
642	0.07819422737
643	0.07809028118
644	0.07805074434
645	0.0779493139
646	0.07790924012
647	0.07785922998
648	0.07784448639
649	0.07778979918
650	0.07774311454
651	0.07768408858
652	0.07767389352
653	0.07764011741
654	0.07758808774
655	0.07754023601
656	0.07750539253
657	0.0774823831
658	0.07740789137
659	0.07737266547
660	0.07730055823
661	0.07720182351
662	0.077180729
663	0.0771444674
664	0.07706868181
665	0.07699362798
666	0.0769159889
667	0.07685313632
668	0.07677573252
669	0.07674367143
670	0.07664112119
671	0.07656006879
672	0.07647597156
673	0.07640234991
674	0.07631896075
675	0.07627834881
676	0.07624741779
677	0.07619801391
678	0.07616896552
679	0.07610321143
680	0.07605750634
681	0.0759695408
682	0.07590891134
683	0.07585169869
684	0.0757696474
685	0.07571017158
686	0.07568644356
687	0.07562111843
688	0.07553807108
689	0.07546960991
690	0.07542827706
691	0.07538823751
692	0.07531836926
693	0.07527039586
694	0.07520421257
695	0.07510703092
696	0.07502843919
697	0.0749979874
698	0.07492200294
699	0.07487868797
700	0.07481936551
701	0.07476113198
702	0.07466926151
703	0.07463902244
704	0.07461255113
705	0.07458462952
706	0.07448876066
707	0.07443720658
708	0.07433044815
709	0.07429026374
710	0.07420810393
711	0.07416128085
712	0.07415115998
713	0.07409558353
714	0.07402028946
715	0.07399548396
716	0.0739861939
717	0.07384668519
718	0.07376542645
719	0.07372052967
720	0.07363482596
721	0.07356923024
722	0.07351818165
723	0.07349212311
724	0.073455551
725	0.07339770023
726	0.0733477608
727	0.07330422158
728	0.07329567798
729	0.0732212939
730	0.07318024851
731	0.07316104124
732	0.07313804966
733	0.07309262696
734	0.07301301651
735	0.07297862178
736	0.07289901134
737	0.07287122637
738	0.07282743422
739	0.07278152796
740	0.07271116714
741	0.07266653997
742	0.07254991811
743	0.07243724199
744	0.07236043558
745	0.07225687165
746	0.07217569094
747	0.07210884027
748	0.0720407324
749	0.071996375
750	0.07194808108
751	0.07189815404
752	0.07186329378
753	0.07182356851
754	0.0717641807
755	0.07169367976
756	0.07165546759
757	0.07162624916
758	0.07152175219
759	0.07145597581
760	0.07140705078
761	0.07134340934
762	0.0712544818
763	0.07122337745
764	0.0711662984
765	0.07112083491
766	0.07107996729
767	0.07103696844
768	0.07096051893
769	0.07089884997
770	0.07083430685
771	0.07077415705
772	0.07074047633
773	0.07069084817
774	0.07063291706
775	0.07056319769
776	0.07047526017
777	0.07042815355
778	0.07037813727
779	0.07030330371
780	0.0702539962
781	0.0701973293
782	0.07014322842
783	0.07007011137
784	0.07003462141
785	0.06998628669
786	0.06989490505
787	0.06983344463
788	0.06979647713
789	0.06977063167
790	0.06975267848
791	0.069719093
792	0.06967221338
793	0.06959927599
794	0.06953789097
795	0.06951041414
796	0.06946352923
797	0.06938947055
798	0.06932003271
799	0.06926435358
800	0.06922372078
801	0.06915919537
802	0.06910693513
803	0.06907734744
804	0.06896862825
805	0.06892652703
806	0.06890351366
807	0.0688626311
808	0.06881691483
809	0.06876245899
810	0.06872843892
811	0.06868967583
812	0.0686060114
813	0.06857785572
814	0.06855435076
815	0.06850960931
816	0.06844331894
817	0.06837539154
818	0.0683233974
819	0.06828404614
820	0.0682506496
821	0.0682118287
822	0.06811085563
823	0.06805381168
824	0.0679961813
825	0.0679147044
826	0.06788546462
827	0.06781413928
828	0.06776400398
829	0.06768927698
830	0.06764613166
831	0.06754403855
832	0.06749220611
833	0.06741620257
834	0.06734127907
835	0.06731564511
836	0.06724311876
837	0.06722260687
838	0.06717017769
839	0.06712117566
840	0.06705226881
841	0.06699657321
842	0.06692949842
843	0.06689596411
844	0.06683849884
845	0.06678560214
846	0.06671054153
847	0.06664974845
848	0.06658947673
849	0.06655054269
850	0.06649573046
851	0.06644927413
852	0.0664129164
853	0.06636962331
854	0.06631222169
855	0.06627048649
856	0.066235275
857	0.06615913107
858	0.06614596126
859	0.06609257327
860	0.0660558172
861	0.06600093034
862	0.06593804263
863	0.06590635787
864	0.06584499012
865	0.06579852048
866	0.06574744374
867	0.06569057001
868	0.06561906632
869	0.06556227122
870	0.06550363761
871	0.06544387912
872	0.06539037403
873	0.06535390297
874	0.06532239816
875	0.06526356716
876	0.06521804143
877	0.06517651267
878	0.06512977573
879	0.06509534347
880	0.06503185465
881	0.06499512466
882	0.06493507161
883	0.06488377276
884	0.06482514172
885	0.06478087058
886	0.06474296381
887	0.06470545267
888	0.06463617656
889	0.06460163596
890	0.06457067547
891	0.06449463665
892	0.0644385222
893	0.06438218086
894	0.06432666653
895	0.06426368771
896	0.06421238334
897	0.06418141357
898	0.06412953809
899	0.06408251641
900	0.06400647887
901	0.06396611317
902	0.06390828746
903	0.0638437154
904	0.06378084265
905	0.06374053785
906	0.06369353632
907	0.06362939579
908	0.06358050408
909	0.06352818372
910	0.06348001185
911	0.06340775945
912	0.06333000113
913	0.06330944702
914	0.06326773068
915	0.06318604236
916	0.06312775143
917	0.06311233095
918	0.06309017593
919	0.06302758094
920	0.06297454913
921	0.06291026199
922	0.06288791004
923	0.06285090234
924	0.06278463388
925	0.06273547365
926	0.06272808332
927	0.06265065042
928	0.0626224205
929	0.06259980566
930	0.06252972681
931	0.062499002
932	0.06244929826
933	0.06239980636
934	0.06233474548
935	0.06226833231
936	0.06219545953
937	0.06214429914
938	0.06213372501
939	0.06209870747
940	0.06205315959
941	0.06201697146
942	0.061991929
943	0.06196237255
944	0.06192907334
945	0.06187615258
946	0.06183392962
947	0.06178619637
948	0.06172809639
949	0.06168228026
950	0.06163855705
951	0.06155028594
952	0.06146593305
953	0.0614084478
954	0.06137593726
955	0.06134541223
956	0.06133687471
957	0.0613038259
958	0.0612741832
959	0.06125564093
960	0.06120484525
961	0.0611594089
962	0.06113082886
963	0.06108656966
964	0.06105872637
965	0.06105315774
966	0.06099120027
967	0.06095221085
968	0.06092084906
969	0.06088183846
970	0.06081792943
971	0.06078312556
972	0.06071248638
973	0.06069161146
974	0.06062852374
975	0.06059305958
976	0.06055354772
977	0.06054551801
978	0.06051037404
979	0.06046884757
980	0.06041728564
981	0.06040062652
982	0.06034298264
983	0.06029358335
984	0.06027627493
985	0.06024634793
986	0.06018782054
987	0.06015096972
988	0.06012945827
989	0.06010233526
990	0.0600659579
991	0.06005573859
992	0.06001037758
993	0.05998424033
994	0.05996430272
995	0.05994511273
996	0.05992151642
997	0.05989756206
998	0.0598516954
999	0.05982103721
